seed,epoch,train_loss,val_loss,early_stop
40,0,0.3434065613936592,0.09106290278335412,False
40,1,0.06866749154997397,0.07250764314085245,False
40,2,0.05536686717072031,0.06577739585191011,False
40,3,0.051916514861059714,0.0682865163932244,False
40,4,0.05033677159348032,0.059228685684502125,False
40,5,0.04793381801509595,0.05992337812980016,False
40,6,0.047348694364120675,0.058329430408775806,False
40,7,0.046738878363272646,0.05559149260322253,False
40,8,0.04584976328680149,0.059868330135941505,False
40,9,0.04594038733905488,0.06993382858733337,False
40,10,0.043702098878694105,0.05396920535713434,False
40,11,0.04377603428540649,0.053451141342520714,False
40,12,0.04283508050490867,0.053199827360610165,False
40,13,0.04289561808928029,0.05491160601377487,False
40,14,0.04233491115763292,0.050492794873813786,False
40,15,0.04295675906833712,0.05296580120921135,False
40,16,0.04231290347301043,0.048992070679863296,False
40,17,0.04138654386522351,0.05312075434873501,False
40,18,0.04077873190680703,0.04820874333381653,False
40,19,0.042264628050091506,0.05303955885271231,False
40,20,0.04082945713793838,0.05979140195995569,False
40,21,0.03993824998346659,0.050280009706815086,False
40,22,0.03955335870057672,0.04786931133518616,False
40,23,0.039975125895260456,0.04977108476062616,False
40,24,0.04029516728369744,0.047476318975289665,False
40,25,0.038555390293617826,0.050055443619688354,False
40,26,0.03894415121157091,0.047162932343780994,False
40,27,0.03807097826930848,0.04746841639280319,False
40,28,0.03885609597213321,0.05333247625579437,False
40,29,0.03852669149637222,0.04981703869998455,False
40,30,0.03797537782280655,0.05094297385464112,False
40,31,0.03818052904782714,0.05155218206346035,False
40,32,0.03874679589337045,0.05067151846985022,False
40,33,0.038683068641758224,0.04896302676449219,False
40,34,0.037315313448454,0.05139081614712874,False
40,35,0.03747250082401129,0.049979690151909985,False
40,36,0.038114514611252065,0.0536204461629192,True
41,0,0.33309734195143315,0.09664435436328252,False
41,1,0.07424942592343131,0.06963693878302972,False
41,2,0.055631980299949646,0.06590377353131771,False
41,3,0.051261053164745427,0.06018754933029413,False
41,4,0.04918351597510851,0.06239095361282428,False
41,5,0.04787461037982951,0.058739825151860714,False
41,6,0.04717279524429814,0.05285286158323288,False
41,7,0.04611099298511233,0.057901485512653984,False
41,8,0.044406905627021424,0.054405009374022484,False
41,9,0.04478350357449317,0.05578666894386212,False
41,10,0.04487000041446843,0.053178713036080204,False
41,11,0.042627484732113044,0.04964416536192099,False
41,12,0.04334801140722338,0.05154110242923101,False
41,13,0.04161440130773481,0.049739076755940914,False
41,14,0.04132290739197653,0.0523286871612072,False
41,15,0.041261358350351614,0.055849714204669,False
41,16,0.042409500373261313,0.05511173574874798,False
41,17,0.04095186720919478,0.04971068321416775,False
41,18,0.04042886185285809,0.06065849090615908,False
41,19,0.040168749168515205,0.04952215186009804,False
41,20,0.03976665582548786,0.05093568998078505,False
41,21,0.03912491498740165,0.050554049822191395,False
41,22,0.03915621661632271,0.04787001945078373,False
41,23,0.03971175562876921,0.05201553056637446,False
41,24,0.04003026496086802,0.05309454289575418,False
41,25,0.03948729217134334,0.04970643141617378,False
41,26,0.03893250939282742,0.050875783587495484,False
41,27,0.03824368688267666,0.047707020615537964,False
41,28,0.03831596328661992,0.04989116732031107,False
41,29,0.038420406569327624,0.05078761434803406,False
41,30,0.0387451734066337,0.051919031577805676,False
41,31,0.03858938964677381,0.050908737195034824,False
41,32,0.03837879567028402,0.04734626940141121,False
41,33,0.037791347376756615,0.05424491253991922,False
41,34,0.0378367567209752,0.047868578073879085,False
41,35,0.03767415031708859,0.05348223199446996,False
41,36,0.03750644356094219,0.0503023744871219,False
41,37,0.03671494118132434,0.049742223074038826,False
41,38,0.03703444248454257,0.04877460468560457,False
41,39,0.03861179356309739,0.05392761124918858,False
41,40,0.036710568898163,0.05074965953826904,False
41,41,0.037073808548214675,0.04885441282143196,False
41,42,0.03722595349772946,0.04954487861444553,True
42,0,0.34667523467278744,0.08560456521809101,False
42,1,0.06562590881527125,0.07454246903459232,False
42,2,0.05612804621949301,0.0668928933640321,False
42,3,0.05103061794415935,0.0648996103554964,False
42,4,0.05003356499658836,0.06220656633377075,False
42,5,0.04958279396069574,0.05896108690649271,False
42,6,0.047568703356843725,0.05319568980485201,False
42,7,0.047117653947610125,0.057274267077445984,False
42,8,0.04511196231776542,0.052707262337207794,False
42,9,0.04547156395574847,0.05351481772959232,False
42,10,0.045321985465157165,0.05514068187524875,False
42,11,0.043476315726945686,0.05208464618772268,False
42,12,0.04301490591695675,0.058831337528924145,False
42,13,0.04249406427881875,0.051725455249349274,False
42,14,0.043397330095643526,0.05064592075844606,False
42,15,0.041615627910737155,0.053687473138173424,False
42,16,0.04151796447215499,0.051929665729403496,False
42,17,0.040594840954457014,0.05054035627593597,False
42,18,0.04021714787398066,0.059836666099727154,False
42,19,0.04074024171619625,0.04938843318571647,False
42,20,0.03993830205565625,0.05443937828143438,False
42,21,0.04030999643625794,0.05066825977216164,False
42,22,0.03929787286772178,0.05082410853356123,False
42,23,0.03966002284989252,0.048452114996810756,False
42,24,0.03836042724631645,0.04763001545021931,False
42,25,0.03905313306457394,0.05175826077659925,False
42,26,0.03893809440126131,0.04879068490117788,False
42,27,0.038553352580293195,0.051282054744660854,False
42,28,0.038216287966121684,0.04810339119285345,False
42,29,0.03786283582039587,0.04925364628434181,False
42,30,0.0391986460762692,0.04785810923203826,False
42,31,0.03765111027674361,0.0558121083304286,False
42,32,0.03771024752039831,0.05063187889754772,False
42,33,0.038050971434011566,0.04949777262906233,False
42,34,0.03859839131953297,0.050039349434276424,True
43,0,0.36807091534137726,0.10986473100880782,False
43,1,0.07087627225197278,0.06981234128276508,False
43,2,0.05639667501980132,0.06399993225932121,False
43,3,0.0516737940629105,0.05936050352950891,False
43,4,0.05047003978065082,0.057694432946542897,False
43,5,0.04966081445524981,0.05934924756487211,False
43,6,0.04780920167136323,0.0557575828085343,False
43,7,0.046820592237534105,0.05808636794487635,False
43,8,0.04542092049678603,0.05498734333862861,False
43,9,0.0438232321783409,0.05756507689754168,False
43,10,0.04337766260973045,0.05787166270116965,False
43,11,0.043733754000820954,0.053008645152052246,False
43,12,0.043867065520076964,0.05303798864285151,False
43,13,0.0432498076992048,0.054317302691439785,False
43,14,0.0421484396230061,0.05250516875336567,False
43,15,0.043070006071702464,0.058185287130375705,False
43,16,0.04154871219953338,0.05562514501313368,False
43,17,0.04073214713115614,0.050401381216943264,False
43,18,0.04053693581986558,0.05157568771392107,False
43,19,0.04048045614099765,0.04903321278591951,False
43,20,0.0405734237078782,0.052976601757109165,False
43,21,0.039693218420495044,0.04985778095821539,False
43,22,0.040037456777069595,0.0523843364790082,False
43,23,0.039747547276399946,0.04811191248397032,False
43,24,0.040421536806356774,0.049481662921607494,False
43,25,0.03906110223833021,0.050040636832515396,False
43,26,0.03910278764317979,0.049083263302842774,False
43,27,0.03911415686073539,0.048577338767548404,False
43,28,0.03846517244128735,0.054260594149430595,False
43,29,0.038681599198953136,0.05289101228117943,False
43,30,0.038674501231411,0.06009438571830591,False
43,31,0.04039158176753547,0.052366243985792,False
43,32,0.038487794368967904,0.05353827696914474,False
43,33,0.03792099190036674,0.048342527045557894,True
44,0,0.3270268956056008,0.0894297497967879,False
44,1,0.06754139769863296,0.07172503136098385,False
44,2,0.056149112818005324,0.06254477581630151,False
44,3,0.054751401828540554,0.06304619740694761,False
44,4,0.049255701211782604,0.056660828491051994,False
44,5,0.049053260237797276,0.06297313794493675,False
44,6,0.04746877842142687,0.05946933291852474,False
44,7,0.04763916149162329,0.06592828128486872,False
44,8,0.047948212045562134,0.0611260145281752,False
44,9,0.04504620107811886,0.05470959438631932,False
44,10,0.04472434649673792,0.0647631399333477,False
44,11,0.044387736675012245,0.05489543483903011,False
44,12,0.042707181545895534,0.05689740491410097,False
44,13,0.041995783878879235,0.05978014227002859,False
44,14,0.04280426097358321,0.0578112251435717,False
44,15,0.04203287681953593,0.05154768501718839,False
44,16,0.040938958914561584,0.05488295325388511,False
44,17,0.040611040604474784,0.05160999298095703,False
44,18,0.04228475298937205,0.052908944276471935,False
44,19,0.04085929366340349,0.04909818774710099,False
44,20,0.039470161710466654,0.05057513682792584,False
44,21,0.03996681968507531,0.04872986457000176,False
44,22,0.04039585780720789,0.048957244493067265,False
44,23,0.04043899939119161,0.04939489377041658,False
44,24,0.04051054387793436,0.04777792996416489,False
44,25,0.038684363262011454,0.04920004867017269,False
44,26,0.038238155420173656,0.04673803225159645,False
44,27,0.038694254091971525,0.05071072870244583,False
44,28,0.03858850157441019,0.048959775206943355,False
44,29,0.03841009682842663,0.049860660918056965,False
44,30,0.03808600105508998,0.04837610696752866,False
44,31,0.038230592384934425,0.048859537268678345,False
44,32,0.03855051929233493,0.05558502612014612,False
44,33,0.03783740510570479,0.049904461950063705,False
44,34,0.03793201732684623,0.04806627177943786,False
44,35,0.03762235422874545,0.04902159236371517,False
44,36,0.03753854541087544,0.051770868400732674,True
45,0,0.3432912352484661,0.10937078607579072,False
45,1,0.0716742526453275,0.06662693029890458,False
45,2,0.05522981412954383,0.06330891232937574,False
45,3,0.05241986568812486,0.06151798336456219,False
45,4,0.050758608627122836,0.06391696787128846,False
45,5,0.04919745154924445,0.06377918800959985,False
45,6,0.04699258191081194,0.06573159309724967,False
45,7,0.046873584000782655,0.05896198283880949,False
45,8,0.045759976851743656,0.06432555615901947,False
45,9,0.0449208865494846,0.06102969031780958,False
45,10,0.044453412642354494,0.05684272230913242,False
45,11,0.043927925669557444,0.05643246912707885,False
45,12,0.04310632398822806,0.05152307947476705,False
45,13,0.043421053522072,0.05406902885685364,False
45,14,0.04283314669033983,0.05513096476594607,False
45,15,0.04233709855803421,0.05862990953028202,False
45,16,0.04295014829507896,0.0503821304688851,False
45,17,0.04182401229883288,0.05341621395200491,False
45,18,0.040572683848850016,0.04991236918916305,False
45,19,0.040719008789612696,0.05032273568212986,False
45,20,0.04036487749480939,0.04954676516354084,False
45,21,0.03932977952881829,0.05709790966163079,False
45,22,0.0394663598470308,0.048413903452456,False
45,23,0.03984472360257264,0.053273905689517655,False
45,24,0.03912488557398319,0.05213305385162433,False
45,25,0.03979406982742168,0.049346791890760265,False
45,26,0.039438389507787566,0.049466537622114025,False
45,27,0.03924978880600615,0.05160117397705714,False
45,28,0.0392012624581764,0.048832825385034084,False
45,29,0.038555625232530165,0.047370728415747486,False
45,30,0.03824841767385766,0.05292101328571638,False
45,31,0.03850060384106505,0.05275554427256187,False
45,32,0.03802398786685624,0.049020081448058285,False
45,33,0.03772560060843007,0.049415280732015766,False
45,34,0.03781121545522423,0.04948026097069184,False
45,35,0.03848329067721472,0.054579504765570164,False
45,36,0.03729896769336947,0.04675594282646974,False
45,37,0.03802548653886213,0.05705817819883426,False
45,38,0.03774108825722239,0.053797855352362,False
45,39,0.03746624952079831,0.05600869127859672,False
45,40,0.03776376647362997,0.04756627635409435,False
45,41,0.03702560273909962,0.0514984093606472,False
45,42,0.036775587106144036,0.04803788506736358,False
45,43,0.03719430883507152,0.05653481868406137,False
45,44,0.0366407185792923,0.047251902831097446,False
45,45,0.037737238476728344,0.051398941626151405,False
45,46,0.03698309169120186,0.04980118852108717,True
46,0,0.317533216715514,0.09486428803453843,False
46,1,0.06772771985321255,0.07313693842540185,False
46,2,0.05782007548835252,0.06519949808716774,False
46,3,0.052960701614290805,0.07117160595953465,False
46,4,0.05279785550230152,0.06370447700222333,False
46,5,0.051022403760925754,0.057803788843254246,False
46,6,0.048061224314701424,0.057897290835777916,False
46,7,0.047157191804477146,0.05535016550372044,False
46,8,0.04600956526349534,0.06184375658631325,False
46,9,0.04540486175280351,0.058194360695779324,False
46,10,0.04469900134091194,0.058001144168277584,False
46,11,0.04430895212751169,0.05619109608232975,False
46,12,0.043492253706022936,0.06387528125196695,False
46,13,0.04357137842165245,0.05045582509289185,False
46,14,0.04219708659246073,0.06974943013240893,False
46,15,0.041865202301478645,0.054903965132931866,False
46,16,0.04270081717398141,0.05171026444683472,False
46,17,0.041747506257596906,0.054645776438216366,False
46,18,0.04050324797875934,0.049825385523339115,False
46,19,0.040041938301298645,0.07712248309204976,False
46,20,0.041678726714063474,0.051799009243647255,False
46,21,0.03968046304698174,0.04887576991071304,False
46,22,0.040877011799059074,0.051727985652784504,False
46,23,0.03898371794967206,0.051976337718466915,False
46,24,0.03885540703905153,0.04851300579806169,False
46,25,0.03974612470675301,0.052603578971078,False
46,26,0.038900370351397075,0.053293573359648384,False
46,27,0.03874280977134521,0.05578199463586012,False
46,28,0.03795850608538795,0.052685881654421486,False
46,29,0.038787181540341165,0.0515444278717041,False
46,30,0.038411924206129794,0.05668858221421639,False
46,31,0.03807142262275402,0.04609031695872545,False
46,32,0.03727221611764405,0.04648354494323333,False
46,33,0.03723547009976356,0.05810408107936382,False
46,34,0.03738340807075684,0.054982259248693786,False
46,35,0.037090385967231056,0.054357532101372875,False
46,36,0.037274491103304615,0.047710176867743335,False
46,37,0.03764589982373374,0.04707289021462202,False
46,38,0.0365425209913935,0.05402790786077579,False
46,39,0.03672298705102978,0.047037139224509396,False
46,40,0.036504697607277516,0.04801742546260357,False
46,41,0.0368448953134018,0.04729336810608705,True
47,0,0.33801616851117583,0.09326837149759133,False
47,1,0.06899986399726553,0.06784146806846063,False
47,2,0.05569582203259835,0.0618401604394118,False
47,3,0.05170850412776837,0.06060030963271856,False
47,4,0.0494550089095975,0.05707677422712246,False
47,5,0.04829879831727389,0.06671195880820353,False
47,6,0.04684501638697399,0.057275318851073585,False
47,7,0.04574351029081659,0.05877760797739029,False
47,8,0.04434283272168794,0.059798646718263626,False
47,9,0.04455921057980139,0.054701363667845726,False
47,10,0.045747809091603364,0.053953722740213074,False
47,11,0.04261683185513203,0.051551682564119496,False
47,12,0.041865365231757636,0.05564629100263119,False
47,13,0.043933115408315765,0.06706888259698947,False
47,14,0.042240792455581516,0.04974134142200152,False
47,15,0.041087234597448466,0.051147643166283764,False
47,16,0.04153141430527954,0.0512221148237586,False
47,17,0.04109820889329517,0.04785694678624471,False
47,18,0.04111826583579346,0.05012903672953447,False
47,19,0.04041439276393298,0.051710184663534164,False
47,20,0.0397551142006785,0.051696364767849445,False
47,21,0.04017356584605935,0.05873379297554493,False
47,22,0.039185887919022486,0.04779165082921585,False
47,23,0.03941847619365205,0.04901343025267124,False
47,24,0.03933151121568549,0.04864635597914457,False
47,25,0.039418350598150555,0.051398128581543766,False
47,26,0.039313906128262424,0.06368078229327996,False
47,27,0.0396752877590748,0.050821653877695404,False
47,28,0.039160094397899865,0.04995556424061457,False
47,29,0.03813341859687161,0.05804676655679941,False
47,30,0.03847307105968287,0.04917331567655007,False
47,31,0.03948693720439633,0.05365827027708292,False
47,32,0.037962992972397545,0.05180417591085037,True
48,0,0.31671450049667565,0.10179745530088742,False
48,1,0.06805973540950608,0.06771615458031495,False
48,2,0.055467455719526,0.06092635449022055,False
48,3,0.053764591873674605,0.06390757113695145,False
48,4,0.05027392426771777,0.06574513421704371,False
48,5,0.04883341826907881,0.06035482076307138,False
48,6,0.048213719871345456,0.05868694341431061,False
48,7,0.04659287627417963,0.05782437603920698,False
48,8,0.04692383032742437,0.05517073689649502,False
48,9,0.04591370584791178,0.061619314985970654,False
48,10,0.044617930693285804,0.05323436018079519,False
48,11,0.04450384617506803,0.06370960517476003,False
48,12,0.043414446371761,0.05942422430962324,False
48,13,0.04195818874043423,0.05279098513225714,False
48,14,0.04204662197402546,0.04980390860388676,False
48,15,0.04163992885950502,0.05106642376631498,False
48,16,0.04158679815520952,0.05048648485292991,False
48,17,0.041355105997114394,0.05779745429754257,False
48,18,0.04110438259993936,0.05990523969133695,False
48,19,0.04051790990262896,0.0523200569053491,False
48,20,0.04032466644523563,0.05120145125935475,False
48,21,0.03977474717648475,0.04756971324483553,False
48,22,0.04016407642636325,0.05059382816155752,False
48,23,0.0399111325105468,0.052109994615117707,False
48,24,0.03958142765766972,0.04740285283575455,False
48,25,0.03973961081151124,0.0477374317124486,False
48,26,0.03873004092947467,0.04757226072251797,False
48,27,0.03948417924098916,0.05923551165809234,False
48,28,0.03859980013426188,0.051426373732586704,False
48,29,0.03834004769777204,0.05374018537501494,False
48,30,0.0380808655581959,0.046410419046878815,False
48,31,0.03766966169024562,0.053279006543258824,False
48,32,0.0380334031696503,0.04659210455914339,False
48,33,0.03721134491510444,0.04761550885935625,False
48,34,0.03790222055145672,0.04990114582081636,False
48,35,0.03718424553645181,0.04967094554255406,False
48,36,0.03778316745800631,0.049834657150010266,False
48,37,0.0369506824434131,0.047049785343309246,False
48,38,0.03700586985592004,0.05282567193110784,False
48,39,0.03621200818036284,0.048475138222177826,False
48,40,0.036639586848380805,0.04711221593121687,True
49,0,0.32712185894558715,0.10223701534171899,False
49,1,0.0652821540914394,0.0806135693565011,False
49,2,0.05451417681607571,0.0637563078974684,False
49,3,0.050895060156727887,0.07145189897467692,False
49,4,0.05036749203617756,0.05864115059375763,False
49,5,0.04825780892765129,0.05790158857901891,False
49,6,0.0466532520540468,0.05672629208614429,False
49,7,0.0459631433976548,0.05319426208734512,False
49,8,0.044924369757319546,0.05621704924851656,False
49,9,0.04435078728084381,0.06018119243284067,False
49,10,0.04415532105325998,0.05164025786022345,False
49,11,0.04336299266215864,0.05501439546545347,False
49,12,0.04317280783184937,0.051395829456547894,False
49,13,0.04406613496306178,0.05537050776183605,False
49,14,0.041863847769551224,0.05192270906021198,False
49,15,0.04118271429951374,0.04962896959235271,False
49,16,0.041539558076432774,0.053411069326102734,False
49,17,0.04030883604926722,0.057387441086272396,False
49,18,0.040871495831307475,0.050270469238360725,False
49,19,0.039292837728510846,0.04899319261312485,False
49,20,0.04028903222182295,0.051035972932974495,False
49,21,0.04035122115369681,0.05116864231725534,False
49,22,0.038867781982644574,0.05710901723553737,False
49,23,0.03918597255679932,0.05530158647646507,False
49,24,0.0384727987655244,0.047407335601747036,False
49,25,0.038212775303931024,0.04861548046271006,False
49,26,0.03750813797443778,0.049763474923868976,False
49,27,0.03759823088626285,0.05380984457830588,False
49,28,0.038885920134546996,0.04858584484706322,False
49,29,0.03708512254141189,0.05114638184507688,False
49,30,0.037122429092670536,0.05074871083100637,False
49,31,0.036790878215170165,0.04809550506373247,False
49,32,0.03718286838669043,0.047289175602296986,False
49,33,0.03684617124579765,0.048902251136799656,False
49,34,0.037063884968449784,0.04767064222445091,False
49,35,0.037534899436510526,0.04674333706498146,False
49,36,0.037615519733383104,0.048961577005684376,False
49,37,0.03632812904050717,0.04564031523962816,False
49,38,0.03586871383691227,0.04832986711213986,False
49,39,0.03645962419418188,0.05050524417310953,False
49,40,0.0363494572280855,0.05067772138863802,False
49,41,0.035458049071686606,0.05115316094209751,False
49,42,0.03594995492680387,0.046782021410763264,False
49,43,0.035778999123927,0.04980032270153364,False
49,44,0.03605935339826149,0.04562806307027737,False
49,45,0.03544172155414964,0.04968507246424755,False
49,46,0.03617341802097284,0.04808424754689137,False
49,47,0.03575107639471253,0.04799552665402492,False
49,48,0.035766547811882834,0.04651342829068502,False
49,49,0.03564095953581752,0.04989692661911249,False
49,50,0.03542369401471301,0.04675228241831064,False
49,51,0.03498838469386101,0.04671077119807402,False
49,52,0.03510329413872499,0.0523133963967363,False
49,53,0.03621266851877118,0.04612544892976681,False
49,54,0.03487837570463563,0.04789023256550232,True
